,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
0,Player,Position,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM*,%Dmg,Avg DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
1349,Stomaged,JUNGLE,50,68%,4.6,2.2,2.2,8,5.2,342,13.4,246,1.64,0.61,0.34,0.33,83,3,141,40%,2%,0,2
1350,StormFury,SUPPORT,10,50%,2.2,0.8,3.4,6.8,2,277,8.2,149,2.33,1.34,0.30,0.39,337,12,-224,40%,10%,0,1
1351,Straight,TOP,37,35.1%,2.7,2.4,2,3.1,8,368,20.2,347,0.86,0.43,0.13,0.14,-20,0,-48,13.5%,5.4%,0,7
1352,Straight,ADC,1,0%,1,1,2,1,8.6,358,22.9,281,0.87,0.51,0.15,0.18,-1080,-22,1610,0%,100%,0,-
1353,Strompest,MID,18,22.2%,1.7,2.1,2.8,2.8,8,356,22.2,365,1.01,0.56,0.18,0.29,-659,-5,-300,11.1%,0%,0,5
1354,Stunt,SUPPORT,55,58.2%,2.8,0.9,3.6,9.3,1.7,264,9.3,193,2.26,1.19,0.32,0.29,-90,5,81,14.5%,7.3%,0,-
1355,Success,JUNGLE,3,66.7%,3.4,2.3,2.7,6.7,4.6,309,15.1,238,1.42,0.38,0.44,0.37,-1034,-15,-631,0%,0%,0,1
1356,Sufon,SUPPORT,38,34.2%,2.6,0.8,3.1,7.1,1.4,251,9.1,149,2.06,1.13,0.29,0.33,-114,4,73,7.9%,7.9%,0,1
1357,Sugarfree,SUPPORT,6,0%,1.3,1,4.2,4.3,1.3,225,11.8,172,1.99,1.37,0.22,0.45,-300,-4,-380,50%,0%,0,-
1358,Summit,TOP,98,58.2%,2.7,2.4,2.4,4.2,8.8,399,26.2,451,1.09,0.50,0.24,0.18,240,9,228,20.4%,17.3%,0,22
1359,Sun,MID,33,24.2%,2,2.4,3.7,4.9,8,366,23.8,420,0.89,0.44,0.14,0.18,-439,-4,-354,21.2%,24.2%,0,8
1360,Sun of King,TOP,1,0%,0,0,2,0,7,288,27.6,363,0.42,0.33,0.04,0.08,-1888,-39,-558,0%,0%,0,-
1361,Sun of King,SUPPORT,13,30.8%,2.5,0.8,2.8,6.2,1.3,231,9.8,169,2.10,1.09,0.32,0.42,-451,-1,4,15.4%,0%,0,-
1362,SunSieu,TOP,13,61.5%,4,3.5,2.6,7,8.3,410,23.3,498,1.03,0.50,0.15,0.16,-148,-8,-219,7.7%,15.4%,0,4
1363,SuperAZE,SUPPORT,7,0%,1.5,0.3,3.4,4.7,0.8,227,8.0,120,2.16,1.32,0.29,0.35,-192,-4,-19,14.3%,0%,0,-
1364,Svenskeren,SUPPORT,1,0%,1.7,1,3,4,0.5,220,15.3,284,2.09,1.10,0.38,0.34,-67,0,-1117,0%,0%,0,-
1365,Svenskeren,JUNGLE,53,62.3%,3.3,2.5,2.9,7.2,5,337,15.2,306,1.72,0.56,0.40,0.27,208,2,239,34%,15.1%,0,7
1366,Swathe,JUNGLE,18,50%,2.5,3.1,3.4,5.6,5.2,338,16.0,271,1.30,0.39,0.28,0.27,35,3,162,38.9%,11.1%,0,3
1367,Swiffer,MID,66,50%,2.8,3.6,3.2,5.4,7.7,381,25.6,501,1.06,0.44,0.22,0.17,-122,-3,-214,22.7%,9.1%,0,23
1368,Swip3rR,MID,1,100%,-,3,0,4,8.5,417,20.3,375,0.95,0.48,0.13,0.26,1124,26,1562,0%,0%,0,-
1369,Swip3rR,TOP,40,70%,2.9,2.7,2.9,5.7,7.2,372,20.2,366,0.96,0.53,0.14,0.23,-218,-10,-252,10%,15%,0,10
1370,Sworb,JUNGLE,2,100%,23,4,0.5,7.5,5.7,383,10.7,248,1.45,0.30,0.31,0.19,634,8,408,0%,0%,0,-
1371,Sword,TOP,87,73.6%,3.6,2.6,1.9,4.5,8.7,401,21.6,379,1.08,0.51,0.23,0.17,121,-0,146,20.7%,5.7%,0,22
1372,SwordArt,ADC,2,50%,5.5,3,2,8,4.2,330,10.3,219,-,0.30,0.16,0.20,-,-,-,-,-,0,-
1373,SwordArt,SUPPORT,73,46.6%,3.9,0.7,2.3,8.2,1.6,265,8.8,160,-,1.47,0.30,0.42,-,-,-,0%,0%,0,-
1374,Syaa,JUNGLE,6,33.3%,1.7,1.5,5.3,7.7,5.1,313,15.6,299,1.62,0.62,0.41,0.49,-1150,-13,-612,33.3%,0%,0,-
1375,Syaa,SUPPORT,3,33.3%,3.4,0.7,3.7,11.7,0.7,275,8.9,186,2.31,1.48,0.23,0.49,445,-16,-27,33.3%,33.3%,0,-
1376,Sybol,JUNGLE,9,55.6%,3.6,2.9,2.8,7.2,4.6,327,14.0,233,1.50,0.48,0.44,0.34,42,-7,-77,44.4%,0%,0,-
1377,Syrpy,SUPPORT,17,29.4%,1.2,0.5,4.2,4.4,1.1,236,11.0,164,2.23,1.26,0.34,0.42,-280,-0,154,17.6%,17.6%,0,1
1378,Szygenda,TOP,64,59.4%,3.5,2.7,2.1,4.5,8.1,388,23.4,443,1.08,0.48,0.18,0.14,70,2,-25,14.1%,6.3%,0,12
1379,T1SO,MID,6,0%,1.2,1.3,3.2,2.3,7.8,340,23.7,364,0.89,0.45,0.19,0.16,-389,-2,-123,16.7%,0%,0,-
1380,TR1GGERED,SUPPORT,10,0%,0.9,1.1,4.2,2.8,0.9,226,13.6,177,1.25,0.73,0.17,0.33,-1243,-2,-913,0%,10%,0,-
1381,TR1GGERED,TOP,2,0%,0.1,0,5,0.5,4.1,227,19.1,170,0.80,0.43,0.14,0.17,-3785,-84,-2283,0%,0%,0,-
1382,TRY,MID,10,50%,3.4,4.9,3.7,7.5,8,408,27.5,682,1.37,0.55,0.36,0.22,49,2,11,30%,10%,0,2
1383,TaNa,TOP,19,0%,1.5,1.5,3,2.9,8.2,355,22.0,328,0.96,0.53,0.16,0.24,-184,-4,-314,10.5%,26.3%,0,3
1384,Taba,ADC,14,7.1%,1.6,2.1,3.7,3.9,7.7,355,20.9,290,0.78,0.39,0.16,0.16,-1044,-20,-690,14.3%,7.1%,0,-
1385,Tactical,ADC,46,65.2%,5.2,4.4,2,6.1,9.3,447,27.3,575,1.19,0.47,0.33,0.17,47,2,63,30.4%,17.4%,0,3
1386,Taikki,JUNGLE,32,46.9%,2.5,2.3,3.4,6.1,5,324,14.4,286,1.68,0.59,0.43,0.34,32,4,100,40.6%,15.6%,0,2
1387,Taizan,JUNGLE,2,0%,0.7,1,5,2.5,4.1,266,13.9,184,1.87,0.82,0.64,0.38,-944,-26,-1110,0%,0%,0,-
1388,Taizan,SUPPORT,1,0%,0.6,2,7,2,4.5,291,14.5,333,1.31,0.61,0.22,0.22,-543,54,-960,0%,100%,0,-
1389,Taka,MID,42,40.5%,2.3,2.2,2.6,3.8,8.2,372,23.1,373,1.10,0.46,0.24,0.25,-245,-6,-306,14.3%,0%,0,11
1390,Tally,TOP,66,50%,3.1,3.2,2.7,5.1,7.9,391,21.9,436,1.13,0.49,0.18,0.16,-131,1,-27,13.6%,9.1%,0,22
1391,Targamas,SUPPORT,7,57.1%,5.1,1.7,2.3,9.9,1.8,266,10.2,173,2.13,1.23,0.22,0.37,374,-1,179,0%,0%,0,2
1392,Tarky,SUPPORT,33,48.5%,3.3,0.8,2.6,7.7,1.2,249,10.8,182,2.15,1.28,0.25,0.39,213,-3,-62,33.3%,9.1%,0,-
1393,Tarzan,JUNGLE,110,70.9%,6.3,2.7,1.4,6.5,5.5,345,15.6,269,2.04,0.85,0.47,0.47,343,4,347,52.7%,3.6%,0,22
1394,Tasteless,SUPPORT,18,16.7%,2.3,1.1,3.3,6.3,1.4,251,8.6,141,2.17,1.31,0.27,0.35,71,2,188,16.7%,11.1%,0,2
1395,Taurus,TOP,41,46.3%,2.1,2.4,3.3,4.7,7.7,375,22.2,399,0.99,0.52,0.14,0.21,-277,-6,-170,17.1%,7.3%,0,21
1396,Taurus,JUNGLE,5,20%,2,2.6,5.4,8,3.6,289,15.5,280,1.35,0.33,0.32,0.31,-268,-9,-669,20%,40%,0,1
1397,Taxer,JUNGLE,27,66.7%,4.9,2.2,2.1,8.3,4.8,327,13.2,258,1.49,0.50,0.30,0.31,-9,-0,2,29.6%,11.1%,0,-
1398,Tay,TOP,60,56.7%,3.7,3.1,2,4.2,7.8,388,21.4,367,1.01,0.46,0.18,0.15,68,-6,123,25%,5%,0,21
1399,Tay,JUNGLE,1,0%,1.3,3,3,1,7.7,391,31.5,425,0.61,0.35,0.16,0.06,149,31,2164,0%,0%,0,2
1400,Teddy,ADC,141,67.4%,7.5,3.8,1.1,4.3,10.6,465,29.2,523,1.33,0.45,0.38,0.17,54,4,-25,19.1%,5%,0,17
1401,Teeen,SUPPORT,3,0%,0.6,0,4.7,3,1.7,215,7.6,109,-,1.38,0.19,0.39,-,-,-,0%,0%,0,-
1402,Tempt,MID,49,55.1%,5.3,3,1.5,5.1,8.7,392,27.2,461,1.19,0.50,0.29,0.27,228,4,64,30.6%,6.1%,0,11
1403,Tenphet,JUNGLE,2,0%,0.3,0.5,5,1,4.5,292,14.1,176,0.77,0.12,0.21,0.15,-1948,-28,-1295,0%,50%,0,-
1404,Tgee,SUPPORT,2,100%,-,3,0,12.5,2,315,9.5,228,2.13,1.03,0.24,0.32,948,22,1022,50%,0%,0,-
1405,Th3Antønio,TOP,61,68.9%,3.1,2.1,2.4,5.4,7.5,371,19.9,350,0.88,0.42,0.14,0.09,-68,-2,-153,13.1%,11.5%,0,12
1406,Thal,TOP,49,42.9%,2.8,1.8,2,3.9,8.4,377,22.8,346,1.08,0.49,0.23,0.19,-339,-6,-235,18.4%,16.3%,0,9
1407,Thane Krios,TOP,2,0%,1,0.5,1.5,1,7.4,333,19.1,267,0.83,0.44,0.07,0.15,59,6,-297,50%,0%,0,1
1408,TheKat,SUPPORT,6,33.3%,1.7,0.8,4.3,6.7,1.9,236,9.8,183,2.31,1.27,0.32,0.35,-120,-0,-166,0%,16.7%,0,-
1409,TheShy,TOP,114,64%,2.7,3.3,3.3,5.8,8.2,415,26.2,566,0.77,0.38,0.12,0.06,680,18,484,4.4%,4.4%,0,18
1410,Thien,TOP,8,75%,3,3.1,2.9,5.5,7.3,392,19.0,390,0.97,0.45,0.13,0.18,-166,-14,-675,25%,25%,0,4
1411,Thien,MID,1,100%,-,8,0,6,9.2,517,32.4,590,0.77,0.43,0.26,0.17,715,-6,1470,0%,0%,0,4
1412,ThintoN,SUPPORT,21,14.3%,1.3,0.5,2.6,3,1.8,229,8.6,120,2.45,1.51,0.39,0.41,-407,1,-203,19%,0%,0,-
1413,TiOo,MID,14,14.3%,2.6,2.6,2.1,2.9,8.2,362,26.8,373,0.82,0.46,0.14,0.20,-415,-7,-82,14.3%,14.3%,0,2
1414,Tian,MID,1,100%,12,4,1,8,8.3,420,20.7,452,-,0.41,0.17,0.07,-,-,-,-,-,0,-
1415,Tian,JUNGLE,108,77.8%,4.9,3.3,2.3,8,5.1,355,17.5,330,2.07,0.83,0.51,0.40,509,8,310,10.2%,3.7%,0,7
1416,Tianci,TOP,2,0%,0.2,0.5,3,0,8.1,327,16.6,239,-,0.41,0.16,0.11,-,-,-,-,-,0,-
1417,Tiara,SUPPORT,1,0%,0.3,0,3,1,0.4,206,6.4,105,2.21,1.35,0.29,0.45,-1017,-22,-563,0%,0%,0,-
1418,Tierwulf,JUNGLE,28,57.1%,3.7,1.4,2.7,8.6,4.2,296,11.8,226,1.65,0.64,0.34,0.31,-304,-8,-266,42.9%,14.3%,0,3
1419,Tiger (Fr),ADC,20,50%,4.5,3.9,1.9,4.4,9.6,437,27.4,531,1.39,0.58,0.34,0.28,-22,4,43,30%,5%,0,3
1420,Tiger (VN),ADC,4,50%,2.9,1.8,2.5,5.5,7.7,350,17.1,287,1.10,0.67,0.22,0.33,-1028,-21,-166,25%,0%,0,-
1421,Tiger (VN),SUPPORT,7,28.6%,3.2,1.4,3.1,8.7,1.5,266,9.8,209,2.06,1.05,0.30,0.29,-351,3,-479,28.6%,0%,0,-
1422,Time,JUNGLE,32,46.9%,2.8,3,3.8,7.5,4.7,332,17.3,319,1.26,0.48,0.24,0.32,-170,-7,-172,37.5%,18.8%,0,11
1423,Tinowns,MID,21,47.6%,4.7,4.2,2.1,5.9,8.1,389,24.2,429,1.12,0.40,0.30,0.20,-134,-6,46,4.8%,4.8%,0,8
1424,Titan,ADC,21,42.9%,2.5,3.5,3.2,4.4,9.3,421,32.2,636,1.41,0.56,0.36,0.28,-99,8,56,9.5%,9.5%,0,1
1425,Toaster,ADC,42,57.1%,4,4.7,2.7,6,8.6,432,27.2,508,1.02,0.35,0.29,0.15,318,2,21,26.2%,11.9%,0,3
1426,Tockers,MID,21,38.1%,3.6,3.4,2.5,5.7,8.5,392,28.8,547,0.98,0.44,0.17,0.18,62,2,-4,19%,4.8%,0,5
1427,Tolerant,SUPPORT,56,62.5%,3.2,0.8,2.7,8,1.3,256,8.8,159,2.37,1.38,0.35,0.42,89,-3,39,32.1%,14.3%,0,2
1428,Toliam,JUNGLE,4,25%,1.6,2.5,4,3.8,5.1,316,12.8,200,1.32,0.45,0.36,0.23,89,3,188,50%,0%,0,-
1429,Toliam,TOP,2,50%,2.5,3,3,4.5,7.9,418,26.6,695,1.08,0.55,0.16,0.16,1238,8,384,50%,0%,0,1
1430,Tolkin,TOP,9,55.6%,2.8,1.7,2.2,4.6,8.4,385,22.3,436,1.01,0.54,0.16,0.23,103,2,149,0%,11.1%,0,3
1431,Tonerre,MID,21,28.6%,2.4,3.3,3.5,5,7.8,372,25.4,465,0.94,0.38,0.18,0.17,-585,-6,-543,9.5%,0%,0,13
1432,Tonerre,ADC,13,61.5%,3.6,2.8,2.8,7.1,7.9,412,25.7,542,1.15,0.41,0.27,0.14,-500,-16,-308,7.7%,15.4%,0,1
1433,TopLop,MID,46,37%,2.7,2.3,2.3,3.9,8.3,375,28.7,494,1.08,0.51,0.23,0.22,-154,3,159,13%,6.5%,0,6
1434,Topoon,TOP,34,52.9%,2.9,2.6,2.7,5.3,7.6,374,21.1,377,1.03,0.45,0.16,0.13,53,3,-21,20.6%,17.6%,0,18
1435,Totoro,SUPPORT,21,52.4%,2.9,0.5,3.7,10.5,1.2,253,9.8,181,2.43,1.45,0.32,0.46,3,0,84,14.3%,19%,0,-
1436,Tragao,ADC,14,14.3%,1.8,2.1,2.7,2.7,7.9,364,25.1,415,0.81,0.30,0.15,0.07,-752,-16,-561,14.3%,14.3%,0,3
1437,Traitor,ADC,14,14.3%,1.7,2.7,3.1,2.7,8.2,387,26.4,485,1.14,0.45,0.26,0.22,-628,-21,-167,0%,0%,0,2
1438,Travanques,JUNGLE,21,33.3%,3.1,3.6,3.1,6.2,5.7,354,18.3,325,1.47,0.45,0.34,0.23,246,12,382,14.3%,23.8%,0,4
1439,Trayton,SUPPORT,46,52.2%,2.9,0.7,3.3,9,1.3,257,9.2,169,2.46,1.44,0.30,0.41,46,0,41,21.7%,13%,0,-
1440,Treatz,SUPPORT,50,60%,4.2,1,2.6,9.8,1.5,274,8.8,178,2.14,1.32,0.19,0.35,-53,-5,-70,34%,8%,0,1
1441,Trenie,ADC,24,37.5%,3.7,3.2,2.3,5.5,8.8,399,27.6,544,1.02,0.31,0.30,0.09,-250,-0,98,12.5%,4.2%,0,-
1442,Trenie,SUPPORT,2,0%,2,0,3,6,0.7,219,11.9,196,1.26,0.78,0.07,0.29,4,-10,1150,0%,0%,0,-
1443,Trianna,SUPPORT,13,0%,0.7,0.5,7.1,4.2,0.9,215,14.0,216,1.21,0.66,0.21,0.26,-1773,-1,-964,15.4%,15.4%,0,1
1444,Trianna,TOP,1,0%,0.1,0,9,1,4.2,224,14.8,207,0.55,0.37,0.05,0.09,-4024,-28,-2191,0%,100%,0,-
1445,Trianna,ADC,14,0%,0.7,1.3,6.1,2.9,5.9,300,24.9,340,0.69,0.36,0.10,0.12,-2477,-34,-1546,7.1%,21.4%,0,1
1446,Trick,JUNGLE,42,45.2%,3.3,2.5,2.8,6.8,4.7,315,13.6,243,1.34,0.40,0.36,0.30,-114,-4,-124,31%,9.5%,0,5
1447,Trigger,ADC,7,71.4%,7.4,2.7,1,4.7,9.2,415,21.7,369,1.42,0.44,0.50,0.17,-612,-11,-225,28.6%,0%,0,-
1448,Triple,MID,57,63.2%,4.2,3.7,2.3,5.8,8.9,413,29.0,519,1.15,0.42,0.28,0.24,243,7,317,14%,7%,1,14
1449,Trix,JUNGLE,27,33.3%,2.5,1.5,2.9,5.7,4.6,303,10.3,158,1.67,0.67,0.39,0.44,-111,-4,-100,44.4%,18.5%,0,2
1450,Troy,SUPPORT,21,33.3%,3,1,3.1,8.4,1.3,249,9.7,185,2.34,1.48,0.34,0.55,-59,-4,-117,19%,4.8%,0,1
1451,Truklax,TOP,33,54.5%,6.4,3.1,1.2,4.3,8.2,393,24.4,411,0.89,0.39,0.11,0.11,132,2,339,21.2%,0%,1,9
1452,Trust,ADC,9,11.1%,1.5,2.1,3.7,3.6,8.1,367,20.3,322,0.97,0.39,0.19,0.16,-902,-21,-747,33.3%,11.1%,0,-
1453,Trymbi,SUPPORT,46,60.9%,4.5,1.2,2.4,9.6,0.8,258,10.5,196,2.17,1.10,0.37,0.39,10,-8,-72,41.3%,6.5%,0,1
1454,Tuesday,MID,39,41%,3.3,4.3,2.8,5.1,8.6,400,26.2,507,0.88,0.43,0.16,0.16,19,0,28,28.2%,5.1%,0,12
1455,Tulz,SUPPORT,7,0%,2,0.6,3.1,5.7,0.8,223,10.8,194,2.40,1.43,0.35,0.50,-296,-17,25,42.9%,0%,0,-
1456,Tunaraz,JUNGLE,14,64.3%,3.6,1.9,2.4,6.5,5.4,332,16.5,286,1.43,0.35,0.39,0.29,-1,5,-69,21.4%,7.1%,0,2
1457,Turanaga,SUPPORT,5,20%,1.5,0.8,3.8,4.8,0.6,239,8.2,120,1.70,0.91,0.25,0.32,172,-8,185,40%,0%,0,-
1458,Turtle,ADC,1,0%,0.7,0,3,2,9.3,358,31.5,278,0.90,0.50,0.19,0.25,-39,4,-112,0%,0%,0,-
1459,TusiN,SUPPORT,109,58.7%,3.8,0.8,2.2,7.6,1.6,262,8.1,140,2.51,1.64,0.37,0.50,137,1,78,23.9%,11%,0,3
1460,Tussle,JUNGLE,48,54.2%,4,1.9,2.1,6.4,5.2,325,11.3,203,1.82,0.68,0.48,0.36,142,3,97,39.6%,6.3%,0,2
1461,Tutu,ADC,2,50%,3.2,2,2.5,6,8.1,382,24.1,497,0.83,0.41,0.11,0.11,-422,-9,326,0%,0%,0,-
1462,Twila,MID,77,50.6%,3.3,2.4,2.3,5.2,8.7,391,26.1,449,-,0.44,0.28,0.16,-,-,-,0%,0%,0,-
1463,TynX,JUNGLE,36,44.4%,3.3,3.3,3.1,7.1,5.3,353,16.1,310,1.28,0.34,0.33,0.26,322,3,270,41.7%,11.1%,0,12
1464,UDYSOF,JUNGLE,21,4.8%,1.5,1.3,3.4,3.8,4.6,289,12.6,192,1.43,0.51,0.32,0.32,-291,-3,-160,28.6%,14.3%,0,2
1465,Ucal,MID,77,44.2%,2.8,2.5,2.5,4.7,8.4,377,23.0,382,1.09,0.55,0.23,0.28,169,6,-62,20.8%,7.8%,0,9
1466,UmTi,JUNGLE,32,40.6%,2.8,2.2,2.4,4.8,5.1,319,13.0,208,1.98,0.77,0.55,0.38,76,3,-4,31.3%,9.4%,0,3
1467,Umut,MID,21,33.3%,4.1,2.6,1.6,4.1,9.1,391,23.8,396,1.06,0.42,0.19,0.16,256,9,371,28.6%,4.8%,0,5
1468,Unex,SUPPORT,1,0%,1,0,5,5,0.7,211,16.8,184,1.89,1.00,0.48,0.41,-575,-17,-313,0%,0%,0,-
1469,Unex,ADC,12,25%,2.2,2.8,2.9,3.6,8.2,382,26.4,400,1.11,0.46,0.29,0.14,-488,-17,-377,8.3%,0%,0,3
1470,Unforgiven,JUNGLE,6,66.7%,3.1,3.3,3.2,6.3,5,339,13.8,247,1.44,0.57,0.35,0.31,646,-2,103,66.7%,0%,0,2
1471,Uniboy,MID,82,50%,4.3,2.8,1.9,5.2,8.4,381,26.3,442,1.06,0.52,0.21,0.22,-290,-10,-268,28%,6.1%,0,13
1472,Unified,ADC,68,57.4%,4.4,3.5,1.9,4.8,9.6,438,28.9,513,1.37,0.46,0.35,0.13,146,4,-58,17.6%,5.9%,0,3
1473,Unknown,TOP,45,28.9%,2.2,2.4,2.4,3,8.5,375,23.8,376,0.97,0.40,0.18,0.10,53,5,68,24.4%,6.7%,0,14
1474,Unknown,MID,1,0%,0.3,2,9,1,6.9,311,28.1,414,0.93,0.39,0.11,0.11,-822,7,-708,0%,100%,0,-
1475,Untara,TOP,22,45.5%,4,3.2,1.8,3.9,8.2,405,25.6,431,1.01,0.39,0.21,0.16,755,17,465,4.5%,4.5%,1,11
1476,UpseT,ADC,51,51%,6.2,4.6,1.5,4.5,10.3,465,28.9,527,1.21,0.41,0.32,0.08,109,3,112,23.5%,7.8%,1,6
1477,Uzi,ADC,88,62.5%,5.3,4.6,1.9,5.6,10.5,479,31.5,561,1.71,0.42,0.50,0.14,559,18,118,1.1%,0%,0,-
1478,V1PER,TOP,49,38.8%,2.9,2,2,3.9,8.7,383,19.3,295,1.00,0.49,0.14,0.16,-212,-5,-50,24.5%,12.2%,0,7
1479,Vahvel,SUPPORT,6,16.7%,1.9,0.2,3,5.5,0.6,214,11.5,174,2.30,1.27,0.40,0.47,-282,-27,-308,50%,0%,0,-
1480,Valhalla,ADC,14,21.4%,2.3,3.1,2.6,2.9,8.2,376,22.7,410,0.83,0.33,0.21,0.16,-556,-5,140,28.6%,7.1%,0,2
1481,VandeR,SUPPORT,50,54%,4.2,1,2.2,8.2,1.7,263,8.0,142,2.38,1.49,0.29,0.48,272,6,247,30%,6%,0,-
1482,Vansu,JUNGLE,18,27.8%,2.4,3.7,4.6,7.1,5.1,360,16.2,335,1.25,0.37,0.28,0.20,-347,-2,-433,44.4%,16.7%,0,8
1483,Vasked,SUPPORT,53,66%,3.1,0.7,3.2,8.9,1.4,252,8.3,158,2.21,1.24,0.32,0.37,-81,1,-17,26.4%,15.1%,0,-
1484,Vata,MID,1,100%,1.2,2,5,4,8.1,403,13.9,460,0.60,0.37,0.05,0.09,-1048,-5,-540,0%,0%,0,1
1485,Vata,TOP,1,100%,-,2,0,2,10.2,506,12.9,367,0.89,0.35,0.05,0.10,3605,95,3400,0%,0%,0,1
1486,Vata,SUPPORT,19,26.3%,2.9,0.8,2.7,7.2,1.4,239,10.4,184,2.10,1.37,0.27,0.46,-148,-10,-18,31.6%,10.5%,0,-
1487,Vata,JUNGLE,1,100%,7,3,1,4,6.9,416,8.6,219,1.52,0.59,0.35,0.47,2031,29,1023,100%,0%,0,-
1488,VendettazZ,ADC,1,0%,1,2,2,0,8.5,366,28.8,285,0.61,0.33,0.16,0.08,-1679,-29,-596,0%,100%,0,-
1489,Venus,SUPPORT,90,54.4%,3,1.1,3.2,8.7,1.3,256,9.5,169,2.42,1.33,0.41,0.38,-1,-0,38,20%,12.2%,0,2
1490,Venzer,ADC,64,59.4%,4.7,4.1,2,5.4,8.8,424,27.1,529,1.14,0.37,0.29,0.10,-81,-5,-196,29.7%,10.9%,0,1
1491,Veritas,ADC,6,33.3%,3,2.7,1.8,2.8,9.8,412,31.8,458,1.16,0.42,0.33,0.20,7,2,64,16.7%,16.7%,0,1
1492,Vethorm,JUNGLE,9,22.2%,2.4,1.3,3.1,6,4.6,295,11.8,182,1.33,0.46,0.33,0.44,-4,2,-104,55.6%,0%,0,2
1493,Vichen,JUNGLE,7,28.6%,1.7,1.4,3.9,5.1,4.6,301,12.5,230,1.41,0.54,0.33,0.31,-776,-13,-697,0%,0%,0,3
1494,Victory,TOP,1,0%,1,2,2,0,8.3,354,20.6,310,1.02,0.55,0.19,0.28,-1978,-46,-1494,0%,100%,0,-
1495,Victory,ADC,1,0%,1.7,0,3,5,9.7,373,21.9,285,0.68,0.30,0.11,0.08,-576,-17,-232,0%,0%,0,-
1496,Victory,MID,52,34.6%,2,3.1,3.8,4.5,8.5,388,27.0,478,0.95,0.52,0.18,0.23,-319,0,-239,17.3%,15.4%,0,17
1497,Viggo,SUPPORT,5,0%,1.1,0,2.8,3.2,1.4,221,8.9,99,1.87,1.39,0.15,0.46,-93,0,93,0%,40%,0,-
1498,Vigil,MID,8,0%,1.4,1.9,3.1,2.6,8.5,358,23.9,423,0.69,0.35,0.12,0.13,-464,-9,-96,0%,0%,0,-
1499,Viking,SUPPORT,1,0%,1,0,2,2,1.5,191,5.9,52,2.54,1.39,0.50,0.53,-489,-10,-63,0%,0%,0,-
1500,Viking,JUNGLE,15,26.7%,2.3,2.6,2.8,3.9,5.1,322,15.0,246,1.44,0.53,0.35,0.27,-341,-13,-438,46.7%,13.3%,0,2
1501,VincentVega,ADC,39,66.7%,5.2,4.2,1.9,5.6,8.8,423,27.5,542,1.04,0.36,0.24,0.12,197,1,-44,23.1%,5.1%,0,4
1502,Vinxen,JUNGLE,20,45%,2.8,2.2,3.3,6.8,5.1,328,13.3,243,1.37,0.37,0.36,0.24,-74,1,-136,30%,5%,0,6
1503,VioletFairy,MID,14,0%,0.8,1.6,4.5,1.8,4.7,277,21.9,287,0.72,0.39,0.13,0.12,-2686,-50,-1486,0%,21.4%,0,-
1504,Viper,ADC,110,70.9%,7.6,3.7,1.1,4.5,10.4,462,28.2,483,1.48,0.47,0.42,0.12,368,4,116,35.5%,5.5%,2,4
1505,Vixzy,JUNGLE,11,36.4%,2.8,1.5,2.8,6.4,5.1,314,17.4,296,1.49,0.51,0.37,0.19,-255,-1,-102,36.4%,9.1%,0,1
1506,Vixzy,ADC,1,0%,0.5,1,4,1,7.5,329,32.2,502,0.67,0.41,0.15,0.19,-2526,-31,-1054,0%,0%,0,-
1507,Vizicsacsi,TOP,77,55.8%,2.8,2.6,2.9,5.5,7.7,385,23.0,408,1.18,0.63,0.20,0.34,-118,3,-16,22.1%,15.6%,0,21
1508,Vlk,TOP,18,50%,2.5,2.7,2.7,3.9,7.4,361,19.9,342,0.83,0.41,0.08,0.12,-497,-12,-278,11.1%,5.6%,0,5
1509,Von,MID,23,30.4%,1.7,3.2,3.7,3.2,7.7,368,25.0,421,0.83,0.36,0.17,0.06,-519,-8,-459,26.1%,13%,0,7
1510,Vormund,JUNGLE,1,0%,0.6,2,5,1,3.3,276,14.6,195,1.18,0.41,0.32,0.27,-910,-30,-978,0%,0%,0,-
1511,Vrow,MID,26,65.4%,5,4.3,2.1,6,8,399,24.3,489,0.88,0.36,0.18,0.15,-108,-5,-182,11.5%,3.8%,0,11
1512,Vulcan,SUPPORT,77,46.8%,2.9,0.6,2.9,7.7,1.2,243,8.3,150,2.44,1.53,0.35,0.57,-98,-4,-131,23.4%,11.7%,0,3
1513,Vyyz,SUPPORT,1,0%,0.4,0,5,2,1.5,189,15.3,151,1.07,0.56,0.23,0.19,-1002,12,-709,0%,0%,0,-
1514,Vzz,ADC,19,36.8%,4.2,4.2,2.1,4.4,9.5,441,28.5,451,1.05,0.38,0.25,0.17,228,7,-38,15.8%,15.8%,0,1
1515,WSY,JUNGLE,51,33.3%,2.4,2.6,3.3,5.5,4.9,323,16.2,283,1.21,0.39,0.30,0.35,50,-2,-133,51%,7.8%,0,9
1516,Wadid,SUPPORT,35,17.1%,2.4,0.4,2.6,5.8,1.2,227,7.8,120,2.18,1.41,0.25,0.43,-217,1,-321,31.4%,14.3%,0,-
